GEOID,HousingType,IncomeBucket,EnergyBurdenPercent
42101000200,OWNER 1 ATTACHED,$75k–$100k,24.68
42101000200,OWNER 1 DETACHED,$75k–$100k,2.85
42101000200,OWNER 2 UNIT,$75k–$100k,0
42101000200,OWNER 20-49 UNIT,$75k–$100k,0
42101000200,OWNER 50+ UNIT,$75k–$100k,0.29
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.04
42101000200,RENTER 2 UNIT,$75k–$100k,0.04
42101000200,RENTER 20-49 UNIT,$75k–$100k,7.35
42101000200,RENTER 3-4 UNIT,$75k–$100k,0.18
42101000200,RENTER 5-9 UNIT,$75k–$100k,0.31
42101000200,RENTER 50+ UNIT,$75k–$100k,0.72
42101000200,OWNER 1 ATTACHED,$75k–$100k,0.22
42101000200,OWNER 1 DETACHED,$75k–$100k,0.92
42101000200,OWNER 2 UNIT,$75k–$100k,4.08
42101000200,OWNER 20-49 UNIT,$75k–$100k,0.26
42101000200,OWNER 50+ UNIT,$75k–$100k,5.95
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.06
42101000200,RENTER 2 UNIT,$75k–$100k,0.37
42101000200,RENTER 20-49 UNIT,$75k–$100k,2.84
42101000200,RENTER 3-4 UNIT,$75k–$100k,3.62
42101000200,RENTER 5-9 UNIT,$75k–$100k,0.58
42101000200,RENTER 50+ UNIT,$75k–$100k,2.04
42101000200,OWNER 1 ATTACHED,$75k–$100k,13.36
42101000200,OWNER 1 DETACHED,$75k–$100k,6.32
42101000200,OWNER 2 UNIT,$75k–$100k,0.35
42101000200,OWNER 20-49 UNIT,$75k–$100k,0.06
42101000200,OWNER 50+ UNIT,$75k–$100k,47.07
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.19
42101000200,RENTER 2 UNIT,$75k–$100k,0.57
42101000200,RENTER 20-49 UNIT,$75k–$100k,1.56
42101000200,RENTER 3-4 UNIT,$75k–$100k,1.38
42101000200,RENTER 5-9 UNIT,$75k–$100k,1.19
42101000200,RENTER 50+ UNIT,$75k–$100k,2.6
42101000200,OWNER 1 ATTACHED,$75k–$100k,2.09
42101000200,OWNER 1 DETACHED,$75k–$100k,1.91
42101000200,OWNER 20-49 UNIT,$75k–$100k,5.33
42101000200,OWNER 50+ UNIT,$75k–$100k,2.76
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.07
42101000200,RENTER 2 UNIT,$75k–$100k,0.39
42101000200,RENTER 20-49 UNIT,$75k–$100k,0.17
42101000200,RENTER 3-4 UNIT,$75k–$100k,0.46
42101000200,RENTER 5-9 UNIT,$75k–$100k,1.75
42101000200,RENTER 50+ UNIT,$75k–$100k,1.8
42101000200,OWNER 1 ATTACHED,$75k–$100k,0.32
42101000200,OWNER 20-49 UNIT,$75k–$100k,0.1
42101000200,OWNER 50+ UNIT,$75k–$100k,1.86
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.03
42101000200,RENTER 2 UNIT,$75k–$100k,0.01
42101000200,RENTER 20-49 UNIT,$75k–$100k,0
42101000200,RENTER 3-4 UNIT,$75k–$100k,0.66
42101000200,RENTER 5-9 UNIT,$75k–$100k,0.33
42101000200,RENTER 50+ UNIT,$75k–$100k,0.33
42101000200,OWNER 1 ATTACHED,$75k–$100k,0.03
42101000200,OWNER 20-49 UNIT,$75k–$100k,0.16
42101000200,OWNER 50+ UNIT,$75k–$100k,2.55
42101000200,RENTER 10-19 UNIT,$75k–$100k,0.02
42101000200,RENTER 2 UNIT,$75k–$100k,0.09
42101000200,RENTER 20-49 UNIT,$75k–$100k,0.62
42101000200,RENTER 3-4 UNIT,$75k–$100k,1.15
42101000200,RENTER 5-9 UNIT,$75k–$100k,0.49
42101000300,OWNER 1 ATTACHED,$75k–$100k,0.47
42101000300,OWNER 1 DETACHED,$75k–$100k,0
42101000300,OWNER 5-9 UNIT,$75k–$100k,0
42101000300,OWNER 50+ UNIT,$75k–$100k,0.36
42101000300,RENTER 1 ATTACHED,$75k–$100k,0.43
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.34
42101000300,RENTER 20-49 UNIT,$75k–$100k,0.61
42101000300,RENTER 3-4 UNIT,$75k–$100k,1.5
42101000300,RENTER 5-9 UNIT,$75k–$100k,1.79
42101000300,RENTER 50+ UNIT,$75k–$100k,4.21
42101000300,OWNER 1 ATTACHED,$75k–$100k,1.17
42101000300,OWNER 1 DETACHED,$75k–$100k,0.4
42101000300,OWNER 2 UNIT,$75k–$100k,1.79
42101000300,OWNER 20-49 UNIT,$75k–$100k,0.07
42101000300,OWNER 3-4 UNIT,$75k–$100k,0.89
42101000300,OWNER 5-9 UNIT,$75k–$100k,0.66
42101000300,OWNER 50+ UNIT,$75k–$100k,2.21
42101000300,RENTER 1 ATTACHED,$75k–$100k,3.09
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.35
42101000300,RENTER 20-49 UNIT,$75k–$100k,3.27
42101000300,RENTER 3-4 UNIT,$75k–$100k,3.34
42101000300,RENTER 5-9 UNIT,$75k–$100k,1.22
42101000300,RENTER 50+ UNIT,$75k–$100k,17.26
42101000300,OWNER 1 ATTACHED,$75k–$100k,4.56
42101000300,OWNER 1 DETACHED,$75k–$100k,3.02
42101000300,OWNER 10-19 UNIT,$75k–$100k,0
42101000300,OWNER 2 UNIT,$75k–$100k,7.16
42101000300,OWNER 20-49 UNIT,$75k–$100k,1.14
42101000300,OWNER 3-4 UNIT,$75k–$100k,2.98
42101000300,OWNER 5-9 UNIT,$75k–$100k,2.56
42101000300,OWNER 50+ UNIT,$75k–$100k,21.69
42101000300,RENTER 1 ATTACHED,$75k–$100k,10.61
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.84
42101000300,RENTER 20-49 UNIT,$75k–$100k,3.02
42101000300,RENTER 3-4 UNIT,$75k–$100k,1.95
42101000300,RENTER 5-9 UNIT,$75k–$100k,3.64
42101000300,RENTER 50+ UNIT,$75k–$100k,30.24
42101000300,OWNER 1 ATTACHED,$75k–$100k,0.11
42101000300,OWNER 1 DETACHED,$75k–$100k,0.01
42101000300,OWNER 50+ UNIT,$75k–$100k,0.63
42101000300,RENTER 1 ATTACHED,$75k–$100k,1.81
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.75
42101000300,RENTER 20-49 UNIT,$75k–$100k,1.36
42101000300,RENTER 3-4 UNIT,$75k–$100k,0.39
42101000300,RENTER 5-9 UNIT,$75k–$100k,1.56
42101000300,RENTER 50+ UNIT,$75k–$100k,7.76
42101000300,OWNER 1 ATTACHED,$75k–$100k,0.39
42101000300,OWNER 1 DETACHED,$75k–$100k,0.02
42101000300,OWNER 20-49 UNIT,$75k–$100k,0.56
42101000300,OWNER 3-4 UNIT,$75k–$100k,0.04
42101000300,OWNER 50+ UNIT,$75k–$100k,1.08
42101000300,RENTER 1 ATTACHED,$75k–$100k,8.16
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.26
42101000300,RENTER 20-49 UNIT,$75k–$100k,0.9
42101000300,RENTER 3-4 UNIT,$75k–$100k,0.55
42101000300,RENTER 5-9 UNIT,$75k–$100k,0.58
42101000300,RENTER 50+ UNIT,$75k–$100k,4.02
42101000300,OWNER 1 ATTACHED,$75k–$100k,0.92
42101000300,OWNER 1 DETACHED,$75k–$100k,0.04
42101000300,OWNER 2 UNIT,$75k–$100k,0.07
42101000300,OWNER 20-49 UNIT,$75k–$100k,0.92
42101000300,OWNER 3-4 UNIT,$75k–$100k,0.07
42101000300,OWNER 50+ UNIT,$75k–$100k,1.11
42101000300,RENTER 1 ATTACHED,$75k–$100k,2.35
42101000300,RENTER 10-19 UNIT,$75k–$100k,0.22
42101000300,RENTER 20-49 UNIT,$75k–$100k,0.78
42101000300,RENTER 3-4 UNIT,$75k–$100k,1.76
42101000300,RENTER 5-9 UNIT,$75k–$100k,1.91
42101000300,RENTER 50+ UNIT,$75k–$100k,2.22
42101000401,OWNER 1 ATTACHED,$75k–$100k,0.07
42101000401,OWNER 1 DETACHED,$75k–$100k,0
42101000401,OWNER 20-49 UNIT,$75k–$100k,0.42
42101000401,OWNER 50+ UNIT,$75k–$100k,0
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.34
42101000401,RENTER 2 UNIT,$75k–$100k,0.78
42101000401,RENTER 20-49 UNIT,$75k–$100k,2.51
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.2
42101000401,RENTER 5-9 UNIT,$75k–$100k,1.06
42101000401,RENTER 50+ UNIT,$75k–$100k,1.49
42101000401,OWNER 1 ATTACHED,$75k–$100k,0.12
42101000401,OWNER 1 DETACHED,$75k–$100k,1.64
42101000401,OWNER 20-49 UNIT,$75k–$100k,2.69
42101000401,OWNER 50+ UNIT,$75k–$100k,1.16
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.22
42101000401,RENTER 2 UNIT,$75k–$100k,1.95
42101000401,RENTER 20-49 UNIT,$75k–$100k,1.61
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.32
42101000401,RENTER 5-9 UNIT,$75k–$100k,0.2
42101000401,RENTER 50+ UNIT,$75k–$100k,12.65
42101000401,OWNER 1 ATTACHED,$75k–$100k,1.67
42101000401,OWNER 1 DETACHED,$75k–$100k,10.78
42101000401,OWNER 20-49 UNIT,$75k–$100k,1.02
42101000401,OWNER 50+ UNIT,$75k–$100k,31.81
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.32
42101000401,RENTER 2 UNIT,$75k–$100k,13.94
42101000401,RENTER 20-49 UNIT,$75k–$100k,3.46
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.58
42101000401,RENTER 5-9 UNIT,$75k–$100k,0.23
42101000401,RENTER 50+ UNIT,$75k–$100k,12.08
42101000401,OWNER 1 ATTACHED,$75k–$100k,0
42101000401,OWNER 1 DETACHED,$75k–$100k,0.01
42101000401,OWNER 20-49 UNIT,$75k–$100k,0.56
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.28
42101000401,RENTER 2 UNIT,$75k–$100k,1.49
42101000401,RENTER 20-49 UNIT,$75k–$100k,0.62
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.07
42101000401,RENTER 5-9 UNIT,$75k–$100k,0.22
42101000401,RENTER 50+ UNIT,$75k–$100k,0.87
42101000401,OWNER 1 DETACHED,$75k–$100k,0.21
42101000401,OWNER 20-49 UNIT,$75k–$100k,0.03
42101000401,OWNER 50+ UNIT,$75k–$100k,0.24
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.18
42101000401,RENTER 2 UNIT,$75k–$100k,5.11
42101000401,RENTER 20-49 UNIT,$75k–$100k,0.64
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.21
42101000401,RENTER 5-9 UNIT,$75k–$100k,0.25
42101000401,RENTER 50+ UNIT,$75k–$100k,0.67
42101000401,OWNER 1 ATTACHED,$75k–$100k,0.04
42101000401,OWNER 1 DETACHED,$75k–$100k,0.1
42101000401,OWNER 20-49 UNIT,$75k–$100k,0.06
42101000401,OWNER 50+ UNIT,$75k–$100k,0.5
42101000401,RENTER 10-19 UNIT,$75k–$100k,0.25
42101000401,RENTER 2 UNIT,$75k–$100k,2.28
42101000401,RENTER 20-49 UNIT,$75k–$100k,1.02
42101000401,RENTER 3-4 UNIT,$75k–$100k,0.27
42101000401,RENTER 5-9 UNIT,$75k–$100k,0.72
42101000401,RENTER 50+ UNIT,$75k–$100k,2.03
42101000500,OWNER 1 ATTACHED,$60k–$75k,0
42101000500,OWNER 20-49 UNIT,$60k–$75k,0
42101000500,OWNER 3-4 UNIT,$60k–$75k,0
42101000500,OWNER 50+ UNIT,$60k–$75k,1.03
42101000500,RENTER 10-19 UNIT,$60k–$75k,0.01
42101000500,RENTER 20-49 UNIT,$60k–$75k,0.7
42101000500,RENTER 3-4 UNIT,$60k–$75k,5.96
42101000500,RENTER 5-9 UNIT,$60k–$75k,0.23
42101000500,RENTER 50+ UNIT,$60k–$75k,0.99
42101000500,OWNER 20-49 UNIT,$60k–$75k,0.56
42101000500,OWNER 3-4 UNIT,$60k–$75k,3.16
42101000500,OWNER 50+ UNIT,$60k–$75k,0.03
42101000500,RENTER 1 DETACHED,$60k–$75k,0.95
42101000500,RENTER 10-19 UNIT,$60k–$75k,0.06
42101000500,RENTER 20-49 UNIT,$60k–$75k,1.14
42101000500,RENTER 3-4 UNIT,$60k–$75k,2.01
42101000500,RENTER 5-9 UNIT,$60k–$75k,1.6
42101000500,RENTER 50+ UNIT,$60k–$75k,2.17
42101000500,OWNER 20-49 UNIT,$60k–$75k,3.21
42101000500,OWNER 3-4 UNIT,$60k–$75k,20.3
42101000500,OWNER 50+ UNIT,$60k–$75k,0.13
42101000500,RENTER 1 DETACHED,$60k–$75k,2.58
42101000500,RENTER 20-49 UNIT,$60k–$75k,1.19
42101000500,RENTER 3-4 UNIT,$60k–$75k,1.5
42101000500,RENTER 5-9 UNIT,$60k–$75k,2.18
42101000500,RENTER 50+ UNIT,$60k–$75k,7.64
42101000500,OWNER 50+ UNIT,$60k–$75k,3.24
42101000500,RENTER 1 DETACHED,$60k–$75k,5.86
42101000500,RENTER 10-19 UNIT,$60k–$75k,0.15
42101000500,RENTER 20-49 UNIT,$60k–$75k,0.45
42101000500,RENTER 5-9 UNIT,$60k–$75k,1.37
42101000500,RENTER 50+ UNIT,$60k–$75k,2.46
42101000500,OWNER 20-49 UNIT,$60k–$75k,0.54
42101000500,OWNER 50+ UNIT,$60k–$75k,0.12
42101000500,RENTER 1 DETACHED,$60k–$75k,9.47
42101000500,RENTER 10-19 UNIT,$60k–$75k,0.04
42101000500,RENTER 20-49 UNIT,$60k–$75k,0.28
42101000500,RENTER 3-4 UNIT,$60k–$75k,0.82
42101000500,RENTER 5-9 UNIT,$60k–$75k,0.51
42101000500,RENTER 50+ UNIT,$60k–$75k,1.1
42101000500,OWNER 20-49 UNIT,$60k–$75k,0.57
42101000500,OWNER 3-4 UNIT,$60k–$75k,0.15
42101000500,OWNER 50+ UNIT,$60k–$75k,0.06
42101000500,RENTER 20-49 UNIT,$60k–$75k,0.68
42101000500,RENTER 3-4 UNIT,$60k–$75k,1.33
42101000500,RENTER 50+ UNIT,$60k–$75k,2.02
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.48
42101000600,RENTER 2 UNIT,$75k–$100k,0.16
42101000600,RENTER 20-49 UNIT,$75k–$100k,0.31
42101000600,RENTER 3-4 UNIT,$75k–$100k,1.41
42101000600,RENTER 5-9 UNIT,$75k–$100k,0.11
42101000600,RENTER 50+ UNIT,$75k–$100k,0.09
42101000600,RENTER MOBILE_TRAILER,$75k–$100k,9.83
42101000600,OWNER 1 ATTACHED,$75k–$100k,0.04
42101000600,RENTER 1 DETACHED,$75k–$100k,6.44
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.33
42101000600,RENTER 2 UNIT,$75k–$100k,0.69
42101000600,RENTER 20-49 UNIT,$75k–$100k,0.92
42101000600,RENTER 3-4 UNIT,$75k–$100k,1.02
42101000600,RENTER 5-9 UNIT,$75k–$100k,0.06
42101000600,RENTER 50+ UNIT,$75k–$100k,1.08
42101000600,OWNER 1 ATTACHED,$75k–$100k,5.44
42101000600,OWNER 20-49 UNIT,$75k–$100k,0.48
42101000600,RENTER 1 DETACHED,$75k–$100k,4.42
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.49
42101000600,RENTER 2 UNIT,$75k–$100k,2.46
42101000600,RENTER 20-49 UNIT,$75k–$100k,2.61
42101000600,RENTER 3-4 UNIT,$75k–$100k,0.8
42101000600,RENTER 5-9 UNIT,$75k–$100k,0.25
42101000600,RENTER 50+ UNIT,$75k–$100k,3
42101000600,OWNER 20-49 UNIT,$75k–$100k,0
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.4
42101000600,RENTER 2 UNIT,$75k–$100k,0.25
42101000600,RENTER 20-49 UNIT,$75k–$100k,0.02
42101000600,RENTER 3-4 UNIT,$75k–$100k,0.24
42101000600,RENTER 5-9 UNIT,$75k–$100k,0.14
42101000600,RENTER 50+ UNIT,$75k–$100k,1.16
42101000600,OWNER 1 ATTACHED,$75k–$100k,0.33
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.21
42101000600,RENTER 2 UNIT,$75k–$100k,0.09
42101000600,RENTER 20-49 UNIT,$75k–$100k,0.12
42101000600,RENTER 3-4 UNIT,$75k–$100k,0.55
42101000600,RENTER 5-9 UNIT,$75k–$100k,0.08
42101000600,RENTER 50+ UNIT,$75k–$100k,0.6
42101000600,OWNER 1 ATTACHED,$75k–$100k,0.54
42101000600,RENTER 1 DETACHED,$75k–$100k,3.35
42101000600,RENTER 10-19 UNIT,$75k–$100k,0.67
42101000600,RENTER 2 UNIT,$75k–$100k,0.36
42101000600,RENTER 20-49 UNIT,$75k–$100k,0.43
42101000600,RENTER 3-4 UNIT,$75k–$100k,0.59
42101000600,RENTER 50+ UNIT,$75k–$100k,0.58
42101000801,OWNER 1 ATTACHED,$100k–$150k,16.06
42101000801,OWNER 20-49 UNIT,$100k–$150k,0.21
42101000801,OWNER 50+ UNIT,$100k–$150k,0.49
42101000801,RENTER 1 ATTACHED,$100k–$150k,1.81
42101000801,RENTER 10-19 UNIT,$100k–$150k,0
42101000801,RENTER 2 UNIT,$100k–$150k,0.02
42101000801,RENTER 20-49 UNIT,$100k–$150k,0.34
42101000801,RENTER 3-4 UNIT,$100k–$150k,0.1
42101000801,RENTER 5-9 UNIT,$100k–$150k,0.25
42101000801,RENTER 50+ UNIT,$100k–$150k,0.14
42101000801,OWNER 1 ATTACHED,$100k–$150k,2.48
42101000801,OWNER 1 DETACHED,$100k–$150k,0.17
42101000801,OWNER 20-49 UNIT,$100k–$150k,5.29
42101000801,OWNER 5-9 UNIT,$100k–$150k,0.34
42101000801,OWNER 50+ UNIT,$100k–$150k,0.28
42101000801,RENTER 1 ATTACHED,$100k–$150k,0.35
42101000801,RENTER 10-19 UNIT,$100k–$150k,0.01
42101000801,RENTER 2 UNIT,$100k–$150k,0.21
42101000801,RENTER 20-49 UNIT,$100k–$150k,0.37
42101000801,RENTER 3-4 UNIT,$100k–$150k,0.12
42101000801,RENTER 5-9 UNIT,$100k–$150k,0.31
42101000801,RENTER 50+ UNIT,$100k–$150k,0.91
42101000801,OWNER 1 ATTACHED,$100k–$150k,18.75
42101000801,OWNER 1 DETACHED,$100k–$150k,3.55
42101000801,OWNER 20-49 UNIT,$100k–$150k,0.31
42101000801,OWNER 5-9 UNIT,$100k–$150k,1.35
42101000801,OWNER 50+ UNIT,$100k–$150k,5.32
42101000801,RENTER 1 ATTACHED,$100k–$150k,0.74
42101000801,RENTER 10-19 UNIT,$100k–$150k,0.02
42101000801,RENTER 20-49 UNIT,$100k–$150k,1.91
42101000801,RENTER 3-4 UNIT,$100k–$150k,1.61
42101000801,RENTER 5-9 UNIT,$100k–$150k,2.38
42101000801,RENTER 50+ UNIT,$100k–$150k,1.82
42101000801,OWNER 1 ATTACHED,$100k–$150k,0.11
42101000801,OWNER 1 DETACHED,$100k–$150k,0.97
42101000801,OWNER 50+ UNIT,$100k–$150k,0
42101000801,RENTER 1 ATTACHED,$100k–$150k,1.56
42101000801,RENTER 10-19 UNIT,$100k–$150k,0.05
42101000801,RENTER 2 UNIT,$100k–$150k,0.17
42101000801,RENTER 20-49 UNIT,$100k–$150k,0.04
42101000801,RENTER 3-4 UNIT,$100k–$150k,1.46
42101000801,RENTER 5-9 UNIT,$100k–$150k,1.61
42101000801,RENTER 50+ UNIT,$100k–$150k,2.22
42101000801,OWNER 1 ATTACHED,$100k–$150k,0.43
42101000801,OWNER 1 DETACHED,$100k–$150k,0.01
42101000801,OWNER 20-49 UNIT,$100k–$150k,0.06
42101000801,OWNER 5-9 UNIT,$100k–$150k,0.44
42101000801,OWNER 50+ UNIT,$100k–$150k,0.09
42101000801,RENTER 1 ATTACHED,$100k–$150k,0.84
42101000801,RENTER 2 UNIT,$100k–$150k,0.05
42101000801,RENTER 20-49 UNIT,$100k–$150k,0.05
42101000801,RENTER 3-4 UNIT,$100k–$150k,0.5
42101000801,RENTER 5-9 UNIT,$100k–$150k,0.67
42101000801,RENTER 50+ UNIT,$100k–$150k,0.47
42101000801,OWNER 1 ATTACHED,$100k–$150k,0.74
42101000801,OWNER 1 DETACHED,$100k–$150k,0.06
42101000801,OWNER 20-49 UNIT,$100k–$150k,0.09
42101000801,OWNER 5-9 UNIT,$100k–$150k,0.72
42101000801,OWNER 50+ UNIT,$100k–$150k,0.18
42101000801,RENTER 1 ATTACHED,$100k–$150k,0.76
42101000801,RENTER 20-49 UNIT,$100k–$150k,0.08
42101000801,RENTER 3-4 UNIT,$100k–$150k,0.87
42101000801,RENTER 5-9 UNIT,$100k–$150k,0.52
42101000801,RENTER 50+ UNIT,$100k–$150k,0.32
42101000803,OWNER 1 ATTACHED,$75k–$100k,5.02
42101000803,OWNER 1 DETACHED,$75k–$100k,1.44
42101000803,OWNER 50+ UNIT,$75k–$100k,0
42101000803,RENTER 1 ATTACHED,$75k–$100k,0.7
42101000803,RENTER 1 DETACHED,$75k–$100k,0.28
42101000803,RENTER 10-19 UNIT,$75k–$100k,1.51
42101000803,RENTER 2 UNIT,$75k–$100k,0.63
42101000803,RENTER 3-4 UNIT,$75k–$100k,0.73
42101000803,RENTER 5-9 UNIT,$75k–$100k,3.38
42101000803,RENTER 50+ UNIT,$75k–$100k,0.3
42101000803,OWNER 1 ATTACHED,$75k–$100k,11.26
42101000803,OWNER 1 DETACHED,$75k–$100k,0.19
42101000803,OWNER 20-49 UNIT,$75k–$100k,2.2
42101000803,OWNER 50+ UNIT,$75k–$100k,4.03
42101000803,RENTER 1 ATTACHED,$75k–$100k,1.95
42101000803,RENTER 1 DETACHED,$75k–$100k,2.42
42101000803,RENTER 10-19 UNIT,$75k–$100k,0.8
42101000803,RENTER 2 UNIT,$75k–$100k,1.43
42101000803,RENTER 3-4 UNIT,$75k–$100k,1.73
42101000803,RENTER 5-9 UNIT,$75k–$100k,0.82
42101000803,RENTER 50+ UNIT,$75k–$100k,1.75
42101000803,OWNER 1 ATTACHED,$75k–$100k,23.3
42101000803,OWNER 1 DETACHED,$75k–$100k,3.35
42101000803,OWNER 2 UNIT,$75k–$100k,64.24
42101000803,OWNER 20-49 UNIT,$75k–$100k,24.28
42101000803,OWNER 50+ UNIT,$75k–$100k,26.2
42101000803,RENTER 1 ATTACHED,$75k–$100k,7.5
42101000803,RENTER 1 DETACHED,$75k–$100k,1.01
42101000803,RENTER 10-19 UNIT,$75k–$100k,1.77
42101000803,RENTER 2 UNIT,$75k–$100k,3.28
42101000803,RENTER 3-4 UNIT,$75k–$100k,0.79
42101000803,RENTER 5-9 UNIT,$75k–$100k,9.74
42101000803,RENTER 50+ UNIT,$75k–$100k,6.18
42101000803,OWNER 1 ATTACHED,$75k–$100k,7.91
42101000803,OWNER 1 DETACHED,$75k–$100k,1.76
42101000803,OWNER 20-49 UNIT,$75k–$100k,6.84
42101000803,OWNER 50+ UNIT,$75k–$100k,4.35
42101000803,RENTER 1 ATTACHED,$75k–$100k,1.52
42101000803,RENTER 1 DETACHED,$75k–$100k,4.98
42101000803,RENTER 10-19 UNIT,$75k–$100k,4.83
42101000803,RENTER 2 UNIT,$75k–$100k,0.57
42101000803,RENTER 3-4 UNIT,$75k–$100k,0.89
42101000803,RENTER 5-9 UNIT,$75k–$100k,1.74
42101000803,RENTER 50+ UNIT,$75k–$100k,1.11
42101000803,OWNER 1 ATTACHED,$75k–$100k,0.26
42101000803,OWNER 1 DETACHED,$75k–$100k,0.23
42101000803,OWNER 20-49 UNIT,$75k–$100k,3.19
42101000803,OWNER 50+ UNIT,$75k–$100k,3.25
42101000803,RENTER 1 ATTACHED,$75k–$100k,0.74
42101000803,RENTER 1 DETACHED,$75k–$100k,0.26
42101000803,RENTER 10-19 UNIT,$75k–$100k,0.91
42101000803,RENTER 2 UNIT,$75k–$100k,2.73
42101000803,RENTER 3-4 UNIT,$75k–$100k,1.48
42101000803,RENTER 5-9 UNIT,$75k–$100k,1.9
42101000803,RENTER 50+ UNIT,$75k–$100k,0.89
42101000803,OWNER 1 ATTACHED,$75k–$100k,0.4
42101000803,OWNER 1 DETACHED,$75k–$100k,0.17
42101000803,OWNER 20-49 UNIT,$75k–$100k,3.9
42101000803,OWNER 50+ UNIT,$75k–$100k,2.94
42101000803,RENTER 1 ATTACHED,$75k–$100k,5.39
42101000803,RENTER 1 DETACHED,$75k–$100k,1.44
42101000803,RENTER 10-19 UNIT,$75k–$100k,1.35
42101000803,RENTER 2 UNIT,$75k–$100k,3.18
42101000803,RENTER 3-4 UNIT,$75k–$100k,1.74
42101000803,RENTER 5-9 UNIT,$75k–$100k,3.91
42101000803,RENTER 50+ UNIT,$75k–$100k,2.31
42101000901,OWNER 1 ATTACHED,$40k–$50k,24.86
42101000901,OWNER 5-9 UNIT,$40k–$50k,1.32
42101000901,OWNER 50+ UNIT,$40k–$50k,0
42101000901,RENTER 1 ATTACHED,$40k–$50k,4.5
42101000901,RENTER 1 DETACHED,$40k–$50k,0.66
42101000901,RENTER 10-19 UNIT,$40k–$50k,1.1
42101000901,RENTER 2 UNIT,$40k–$50k,0.23
42101000901,RENTER 20-49 UNIT,$40k–$50k,9.75
42101000901,RENTER 3-4 UNIT,$40k–$50k,5.06
42101000901,RENTER 5-9 UNIT,$40k–$50k,3.84
42101000901,RENTER 50+ UNIT,$40k–$50k,2.92
42101000901,OWNER 1 ATTACHED,$40k–$50k,4.45
42101000901,OWNER 5-9 UNIT,$40k–$50k,3.03
42101000901,OWNER 50+ UNIT,$40k–$50k,0.25
42101000901,RENTER 1 ATTACHED,$40k–$50k,1.28
42101000901,RENTER 1 DETACHED,$40k–$50k,0.74
42101000901,RENTER 10-19 UNIT,$40k–$50k,0.36
42101000901,RENTER 2 UNIT,$40k–$50k,0.11
42101000901,RENTER 20-49 UNIT,$40k–$50k,4.52
42101000901,RENTER 3-4 UNIT,$40k–$50k,1.57
42101000901,RENTER 5-9 UNIT,$40k–$50k,0.26
42101000901,RENTER 50+ UNIT,$40k–$50k,1.68
42101000901,OWNER 1 ATTACHED,$40k–$50k,10.99
42101000901,OWNER 5-9 UNIT,$40k–$50k,9.3
42101000901,OWNER 50+ UNIT,$40k–$50k,0.29
42101000901,RENTER 1 ATTACHED,$40k–$50k,5.07
42101000901,RENTER 1 DETACHED,$40k–$50k,0.13
42101000901,RENTER 10-19 UNIT,$40k–$50k,0.48
42101000901,RENTER 2 UNIT,$40k–$50k,0.46
42101000901,RENTER 20-49 UNIT,$40k–$50k,7.14
42101000901,RENTER 3-4 UNIT,$40k–$50k,1.83
42101000901,RENTER 5-9 UNIT,$40k–$50k,0.69
42101000901,RENTER 50+ UNIT,$40k–$50k,8.49
42101000901,OWNER 1 ATTACHED,$40k–$50k,1.94
42101000901,OWNER 5-9 UNIT,$40k–$50k,85.09
42101000901,OWNER 50+ UNIT,$40k–$50k,1.38
42101000901,RENTER 1 ATTACHED,$40k–$50k,11.34
42101000901,RENTER 1 DETACHED,$40k–$50k,7.49
42101000901,RENTER 10-19 UNIT,$40k–$50k,0.71
42101000901,RENTER 2 UNIT,$40k–$50k,0.29
42101000901,RENTER 20-49 UNIT,$40k–$50k,14.09
42101000901,RENTER 3-4 UNIT,$40k–$50k,3.15
42101000901,RENTER 5-9 UNIT,$40k–$50k,0.16
42101000901,RENTER 50+ UNIT,$40k–$50k,3.23
42101000901,OWNER 1 ATTACHED,$40k–$50k,0.4
42101000901,OWNER 5-9 UNIT,$40k–$50k,0.28
42101000901,OWNER 50+ UNIT,$40k–$50k,2.01
42101000901,RENTER 1 ATTACHED,$40k–$50k,2.15
42101000901,RENTER 10-19 UNIT,$40k–$50k,0.46
42101000901,RENTER 20-49 UNIT,$40k–$50k,3
